customer_text,spotify_reply
"@SpotifyCares Sure, it is behaving much better after a device restart.  I'll see if it keeps up. Thanks!",@159744 Can you try logging out &gt; restarting your device &gt; logging back in? Let us know if that makes a difference /RH
@SpotifyCares Thanks!,@159744 We're glad to hear everything's working now. Give us a shout if it starts misbehaving again; we're always here to help /RC
@SpotifyCares I was listening on my mobile whilst biking so couldn't watch. I could hear the commercial tho (wasn't at the start of playlist),@159746 2: grants you 30 minutes ad-free listening in full after hearing the offer? /MG
@SpotifyCares Turned this computer off for the night and relogged today to the same problem.  Song I click on plays the same wrong song,"@159867 Hmm. Does logging out of the web player, restarting your device, and logging back in make a difference? /LO"
"@SpotifyCares @SpotifyCares thanks, I have sent a message via that link but I haven't had a response yet. Is that normal or should I send it again.","@159968 Hi Jess! We can help out here on Twitter, but you can also reach out to our Chat team here: https://t.co/zu6tKiIYUg /PL"
@SpotifyCares Thank you. My issue has now been resolved. Great service,"@159968 You can try sending another message, and you should be receiving a reply soon. If you'd like, we can also help you out here at Twitter /AR"
@SpotifyCares Done.,@160014 Hey! Could you DM us your account's email address or username? We'll take a look backstage /AY https://t.co/ldFdZRiNAt
@SpotifyCares DM sent now! Thanks.,@160015 Hey Micky! Can you fire over your account's email address or username via DM? We'll take a look backstage /AY https://t.co/ldFdZRiNAt
@SpotifyCares reveal your identity 😫❤️,@160022 Glad you liked it! Have a wonderful day 😉 /HC
@SpotifyCares Omg 💀😂,"@160022 We'd love to, but it'd be cooler if we'd remain as a...https://t.co/ZZbRrK87RE 💚 /PL"
@SpotifyCares i downloaded songs on my computer and added them to my playlist on spotify but they wont show up on mobile,@160023 Hi there! Help's here. Can you let us know what's happening exactly? We'll see what we can suggest /MU
@SpotifyCares iPhone 7+ iOS 11.0.2,"@160027 Hey, help's here. What device, operating system, and Spotify version are you using? We'll see what we can suggest /AY"
@SpotifyCares The latest version of Spotify. It’s only been since I have updated the app,"@160027 Hey, help's here. What device, operating system, and Spotify version are you using? We'll see what we can suggest /AY"
@SpotifyCares Worked a treat! Thanks so much.,@160027 Can you try logging out &gt; restarting your device &gt; logging back in? Let us know if this helps /PL
@SpotifyCares I’m using 1.0.66.478.g1296534d now. I was still working with 1.0.64. Proxy is configured. Do you still support environments with proxies?,"@160030 Hey Simon. Can you tell us more about what's happening? What device, operating system, and Spotify version are you using? /AY"
@SpotifyCares No it does not. That’s why I’m asking if proxies are still supported with 1.66? Exactly the same settings worked well with 1.64 https://t.co/NBXOTbrY2A,@160030 The app should automatically detect if you're using a proxy. You can also configure it by going to Advanced Settings. Hope this helps /CX
"@SpotifyCares No it makes no difference. According to firewall logs, Spotify tries to connect directly even if a proxy is configured.",@160030 The latest version of the desktop app should still work behind proxies. Does switching Proxy type to Auto Detect make a difference? /CX
@SpotifyCares Not really. I’m not the only one with this issue in our network. Are there any debugging possibilities (e.g. logs) within the Spotify app?,@160030 Hmm. Does restarting your device and router help at all? /RC
@SpotifyCares macOS 10.11.6 same happens with macOS 10.12.6,@160030 2: Can you let us know the operating system used on the device this is happening on? We'll see what we can suggest /RC
"@SpotifyCares Yes there are some restrictions, that’s why I’m asking what needs to be opened?",@160030 2: confirm if your network has some restrictions that might affect Spotify. Let us know how it plays out /RC
@SpotifyCares Obviously there are some requirements otherwise it would work? It works from a different network connection (i.e. without proxy),"@160030 By default, the app doesn't have any proxy/firewall requirements. Does the same thing happen when using a different network connection? /RC"
@SpotifyCares 1: my local IT contact ask for the firewall / proxy requirements of Spotify. We found blocked requests to 104.199.65.135:4070 by Spotify,@160030 2: reaching out to your local IT to look into this. Let us know if there's anything else /RC
"@SpotifyCares 2: as requests towards  104.199.65.135:4070 are not standard HTTP web traffic, access must be allowed explicitly. What needs to be opened?",@160030 2: reaching out to your local IT to look into this. Let us know if there's anything else /RC
"@SpotifyCares Sure, makes sense. Done. Thx.",@160030 Can you fire over your account's email address or username via DM? We'll take a look backstage /RC
@SpotifyCares neither worked :s,@160032 Can you check if clearing your cache helps? Can you also try logging out &gt; restarting your device &gt; logging back in? /PL
"@SpotifyCares desktop app works fine, and does seem to have the random unresponsiveness thats normal with web player either",@160032 Got it! Could you check if the same thing happen while using the desktop app? /PL
@SpotifyCares still not fixed,@160032 We've had a slight hiccup earlier. Can you try restarting your device again and opening the web player? Let us know if it's fixed /PL
@SpotifyCares #SpotifyClearlyDoesNotCare,"@160060 We don't have any more info to share regarding this, but we'll pass on your feedback to the right folks /ME"
@SpotifyCares Yeah I’ve done a reinstall and closed the app,"@160067 Got it. Just to make sure, the issue persists even after restarting the app or reinstalling it? Keep us posted /SJ"
"@SpotifyCares I’ve got Spotify on my laptop, is that what you need?",@160067 Will it be possible if you can log in to another device? Let us know how it goes /SJ
"@SpotifyCares It’s logged in on my laptop, what am I looking for?","@160067 Yes, that'll be fine. We'll be waiting for your update /SJ"
@SpotifyCares It’s almost as though the app is turning down the output gain on the headphone amplifier,"@160067 Do you experience the volume issue as well? If yes, does it happen when using both headphones/earphones or speakers? /SJ"
@SpotifyCares Done,@160067 Can you DM us your account's username or email address? We'll take a look backstage /CM https://t.co/ldFdZRiNAt
"@SpotifyCares It doesn’t happen on my laptop. It’s only on headphones, buts it’s deffo not the headphones because I’ve tried a few pairs","@160067 Do you experience the volume issue as well? If yes, does it happen when using both headphones/earphones or speakers? /SJ"
"@SpotifyCares What an irony 
You reply with a voice message that doesn't play in my country 😂😂😂",@160068 No worries! https://t.co/uEkAlnxbzn /GK
@SpotifyCares Its not how I feel. It's a FACT that many @115888 employees have access to that info so please send it to me.,"@160405 Sorry you feel that way. Rest assured, your feedback will be passed on to the right folks /NQ"
@SpotifyCares You must think I'm stupid. I know for a fact that @115888 CAN retrieve this info even if u can't personally. Figure this out!,"@160405 At this time, we're afraid it's not possible for us to retrieve the info. Thanks for sharing your thoughts /NQ"
"@SpotifyCares doesn't work unfortunately, also deleted the app numerous times and reinstalled as well",@160407 Got it. Try logging out &gt; restarting the app &gt; logging back in. Does that make a difference? /RH
"@SpotifyCares Will do my dude, stay safe shit be crazy","@160409 Hopefully we'll have it available in the future. If you need anything else, just shout and we'll come running 🏃 /FR"
@SpotifyCares 😘,@160409 https://t.co/m4HWSbgHVZ 💚 /FR
"@SpotifyCares That didnt work either, I am still having the issue.",@160410 Could you reinstall the app by following the steps here: https://t.co/EqisDMwZAT. Let us know if it changes anything /JU
@SpotifyCares You need to fix that. Seriously. My taste has changed over the course of having Spotify.,"@160414 1: Hey there! We're afraid it's currently not possible to remove it. Daily Mix is based on your music taste, so..."
